drug,condition,review,rating
Losartan,For High Blood Pressure:,"“55 year old male.  Dr. Put me on 50mg Losartin after a brief trial period with another medicine that caused a cough.  The 50mg dose of Losartin seemed to be working fine for the past several years.  Had a blood pressure episode about three months ago where blood pressure suddenly elevated to dangerous levels.  After trip to emergency room my Dr. put me on 100mg of LosartinHTZ in the morning along with 50mg of Atenolol which is taken at night.  Started feeling very tired, developed an irritating cough, had fluid in my ear, gained weight and developed a ringing in my ears.  I really felt like I was dying.  Legs felt heavy and I was just not feeling like myself.  Appointment with Dr. next week to hopefully change meds.”","
6 "
Losartan,Cozaar (losartan) for High Blood Pressure:,"“Iv'e been taking this medication for about 1 1/2 months or a bit longer. I have
been having a a lot of bowel movements, stomach discomfort, went from weighing
123 lbs to 98 lbs, not to mention feeling dizzy, and fatigue, just left a message
with my doctors reception desk, and I'm hoping I get a call back today, with
a reply to my message.”","
2 "
Losartan,Cozaar (losartan) for High Blood Pressure:,"“Just got prescribed Cozaar one week ago to manage hypertension. My dosage is very low - 25 mg. However, I am experiencing a persistent cough. I experienced the same side effect when I tried lisinopril. Have a follow-up appointment with doctor next week.”",1
Losartan,Cozaar (losartan) for High Blood Pressure:,"“Started 25 mg Cozaar for hypertension when 100 mg atenolol   25 mg hydrochlorothiazide didn't lower my blood pressure and after lisinopril had me coughing 24/7.  A couple of days after I started taking it, the tops of my feet and my ankles started to swell, I couldn't wear my shoes.  I quit taking it, but when my doctor found out, she made me go back on it.  I was okay for a couple of weeks, but the swelling came back, slightly mitigated by compression hose but only slightly.  Back to the drawing board.”","
2 "
Losartan,For High Blood Pressure:,"“I was on Losartan for several years, experienced very deep depression, to the point of suicide, loss of hearing, voice, numerous aching mostly in legs and a persistent dry cough but BP was still high, doctor finally decided it was white coat syndrome
I stopped taking losartan 7 weeks ago, feel almost back to normal thank goodness best thing is my BP (which I take on home BP machine 3 or 4 times a day at different times) ranges from 106/69 to 123/79. Occasionally depending on what's going on it might rise to 142/85 but not very often. I am a 69 yr old female, very slight build.”",1
Losartan,Cozaar (losartan) for High Blood Pressure:,"“Cozaar did not help my blood pressure and the side effects were bad. I had headaches from day one, nausea, low back pain and nonstop trips the toilet. My doctor wanted me to try Cozaar because my medicare provider wouldn't cover my Diovan. I have been taking Diovan for years. It took forever to find a drug that worked on blood pressure without side effects. Diovan is expensive at $80  for a 30-day supply, but it works.”","
3 "
Losartan,For High Blood Pressure:,"“I'm a 40yr old petite lady. BP only occasionally slightly above 120/80. Usual 110/70. Horrible drug (25mg), side effects crept up over a few weeks. Felt weak, like coming down with flu, grumpy and it messed with breathing, like couldn't take a deep breath. It did lower BP. But not worth feeling so awful. Stopped taking it & felt better.”","
3 "
Losartan,For High Blood Pressure:,"“Used Benicar for 6 weeks to see if I could tolerate it.  Doctor then prescribed Losartan - a generic from the same group of medicines.  Within a week of taking Losartan, I began to experience ""fatigue"" in my upper body with slight numbness in my arms, hands and fingers. Simple tasks like mowing and trimming my lawn wore me out and caused my upper body muscles to feel like I'd worked out for hours.  Some experience of jaw pain on my left side, ache in neck as well.  I've taken myself off this medicine for the weekend and will see if my Doctor can put me back on Atenolol/ Chlorothal, my previous blood pressure medicines (made me sensitive to sunlight but nothing as bad as Losartan)
Doctor seemed surprised by my side effects but reading this site among others shows I'm not alone.”","
1 "
Losartan,For High Blood Pressure:,"“losartan is very effective at controlling my BP to a typical measurement of  120/75. 

When I initially started taking Losartan ~10 years ago, I took it in the morning and experienced light headedness/dizziness. My doctor suggested taking it at bedtime, this strategy worked great and  allowed my body to adapt. After a short amount of time, I changed to taking every morning and had no problem with light headedness/dizzines.  I appreciate what this medicine has done to regulate my Blood Pressure.”","
9 "
Losartan,For High Blood Pressure:,"“I'm already on a BP med, but my PCP wanted to start me on losartan because of diet-controlled diabetes. I started at 25mg/day, but, after a week, she increased it to 100mg/day. The first two nights were wrecked with insanely severe back pain (I have a long history of degenerative arthritis in my spine, but this pain was insane!) and the 3rd culminated in a full blown 24-hour anxiety/panic attack the likes of which I have never dealt with (I also take meds for depression/anxiety). I also have a long history of IBS and have had 3 days of watery stools. I refuse to live like this... There has to be a better way. I cannot wait out the ""week or so"" for the side effects when I already had these issues to begin with...”","
1 "
Losartan,For High Blood Pressure:,"“Switched to this since Lisinopril made me cough like a barking seal. It keeps the bp in check, however, after taking this medication for several months I have developed serious side effects, including weight gain --up 20 pounds since started taking, high blood potassium, moderate dehydration, numbness, orthostatic hypotension (probably from the dehydration). No one told me about the potassium issue, wasn't warned by the pharmacist, the doctor, had to look this up on the internet. My vitamin C supplement contains electrolytes and this is a contributing factor. REALLY, REALLY think this potassium issue should be on the label of each bottle. Along with CAUSES weight gain. Very important for those of use with specific health issues.”","
4 "
